Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 parsers.py:1191(<genexpr>)
        3    0.000    0.000    0.000    0.000 parsers.py:1271(_validate_usecols_arg)
        3    0.000    0.000    0.000    0.000 parsers.py:1321(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1344(ParserBase)
        3    0.000    0.000    0.000    0.000 parsers.py:1345(__init__)
        3    0.000    0.000    0.000    0.000 parsers.py:1432(_has_complex_date_col)
        3    0.000    0.000    0.000    0.000 parsers.py:1517(_maybe_dedup_names)
        6    0.000    0.000    0.000    0.000 parsers.py:1545(_maybe_make_multi_index_columns)
        3    0.000    0.000    0.000    0.000 parsers.py:1551(_make_index)
        3    0.000    0.000    0.000    0.000 parsers.py:1842(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 parsers.py:1859(CParserWrapper)
        3    0.310    0.103    0.310    0.103 parsers.py:1864(__init__)
        3    0.000    0.000    0.003    0.001 parsers.py:1969(close)
        3    0.000    0.000    0.000    0.000 parsers.py:1979(_set_noconvert_columns)
        3    0.000    0.000    2.784    0.928 parsers.py:2035(read)
        3    0.000    0.000    0.000    0.000 parsers.py:2108(<listcomp>)
        3    0.000    0.000    0.000    0.000 parsers.py:2110(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:2208(PythonParser)
        3    0.000    0.000    0.000    0.000 parsers.py:3213(_make_date_converter)
        3    0.000    0.000    0.000    0.000 parsers.py:3258(_process_date_conversion)
        3    0.000    0.000    0.000    0.000 parsers.py:3346(_clean_na_values)
        1    0.000    0.000    0.000    0.000 parsers.py:3545(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 parsers.py:3651(FixedWidthFieldParser)
        6    0.000    0.000    0.000    0.000 parsers.py:367(_validate_integer)
        3    0.000    0.000    0.000    0.000 parsers.py:396(_validate_names)
        3    0.028    0.009    3.308    1.103 parsers.py:416(_read)
        2    0.000    0.000    0.000    0.000 parsers.py:529(_make_parser_function)
        3    0.000    0.000    3.308    1.103 parsers.py:530(parser_f)
        1    0.000    0.000    0.000    0.000 parsers.py:785(TextFileReader)
        3    0.000    0.000    0.311    0.104 parsers.py:792(__init__)
        3    0.000    0.000    0.003    0.001 parsers.py:882(close)
        3    0.000    0.000    0.000    0.000 parsers.py:885(_get_options_with_defaults)
        3    0.000    0.000    0.000    0.000 parsers.py:923(_check_file_or_buffer)
        3    0.000    0.000    0.000    0.000 parsers.py:939(_clean_options)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.009    0.009 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1005(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1018(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1540(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1547(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:392(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:477(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:502(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:508(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:524(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:551(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:594(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:622(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:995(PurePosixPath)
        2    0.000    0.000    0.002    0.001 period.py:1(<module>)
       12    0.000    0.000    0.000    0.000 period.py:50(_field_accessor)
        1    0.000    0.000    0.001    0.001 period.py:61(PeriodArray)
        1    0.000    0.000    0.000    0.000 period.py:70(PeriodDelegateMixin)
        1    0.000    0.000    0.001    0.001 period.py:82(PeriodIndex)
        2    0.000    0.000    0.013    0.007 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:175(Unpickler)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:52(_LoadSparseSeries)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:70(_LoadSparseFrame)
        1    0.000    0.000    0.002    0.002 pivot.py:1(<module>)
        2    0.000    0.000    0.000    0.000 platform.py:1076(python_implementation)
        1    0.000    0.000    0.008    0.008 platform.py:3(<module>)
        2    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        2    0.000    0.000    0.008    0.004 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
        1    0.000    0.000    0.001    0.001 polynomial.py:1442(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:70(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:83(PolyBase)
        1    0.000    0.000    0.000    0.000 posixpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.001    0.001 printing.py:1(<module>)
        1    0.000    0.000    0.033    0.033 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:116(contextlib_nullcontext)
        2    0.000    0.000    0.016    0.008 pytables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:134(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 pytables.py:138(ClosedFileError)
        1    0.000    0.000    0.000    0.000 pytables.py:142(IncompatibilityWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:153(AttributeConflictWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:163(DuplicateWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:1721(TableIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:1834(IndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2116(GenericIndexCol)
        1    0.000    0.000    0.010    0.010 pytables.py:2143(DataCol)
        1    0.000    0.000    0.000    0.000 pytables.py:24(PyTablesScope)
        1    0.000    0.000    0.000    0.000 pytables.py:242(FilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:2431(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2458(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2464(Fixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2640(GenericFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2644(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:2982(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:301(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:3014(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:309(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:3105(FrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3110(Table)
        1    0.000    0.000    0.000    0.000 pytables.py:355(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:361(UnaryOp)
        1    0.000    0.000    0.000    0.000 pytables.py:381(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 pytables.py:40(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:4085(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4112(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4344(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4444(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4493(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4509(GenericTable)
        1    0.000    0.000    0.000    0.000 pytables.py:455(HDFStore)
        1    0.000    0.000    0.000    0.000 pytables.py:4574(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:487(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 pytables.py:5005(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:594(TermValue)
        1    0.000    0.000    0.000    0.000 pytables.py:70(Constant)
        1    0.000    0.000    0.000    0.000 pytables.py:79(BinOp)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:729(seed)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
        6    0.000    0.000    0.000    0.000 range.py:131(_simple_new)
        1    0.000    0.000    0.001    0.001 range.py:36(RangeIndex)
        3    0.000    0.000    0.000    0.000 range.py:387(_shallow_copy)
        3    0.000    0.000    0.000    0.000 range.py:444(equals)
       77    0.000    0.000    0.000    0.000 range.py:675(__len__)
        1    0.000    0.000    0.000    0.000 range.py:732(_add_numeric_methods_binary)
        8    0.000    0.000    0.000    0.000 range.py:736(_make_evaluate_binop)
        3    0.000    0.000    0.000    0.000 range.py:83(__new__)
        1    0.000    0.000    0.000    0.000 re.py:143(RegexFlag)
        1    0.000    0.000    0.016    0.016 re.py:17(<module>)
      246    0.000    0.000    0.002    0.000 re.py:186(match)
      300    0.001    0.000    0.016    0.000 re.py:201(sub)
       25    0.000    0.000    0.001    0.000 re.py:221(split)
       53    0.000    0.000    0.042    0.001 re.py:248(compile)
        1    0.000    0.000    0.000    0.000 re.py:266(<dictcomp>)
      100    0.000    0.000    0.000    0.000 re.py:268(escape)
      624    0.003    0.000    0.046    0.000 re.py:287(_compile)
        2    0.000    0.000    0.000    0.000 re.py:313(_compile_repl)
        6    0.000    0.000    0.000    0.000 re.py:323(_subx)
        1    0.000    0.000    0.000    0.000 re.py:345(Scanner)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:100(format_parser)
        1    0.000    0.000    0.000    0.000 records.py:234(record)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 records.py:81(_OrderedCounter)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.004    0.004 relativedelta.py:2(<module>)
        1    0.000    0.000    0.002    0.002 resample.py:1(<module>)
        3    0.000    0.000    0.024    0.008 resample.py:1004(_get_binner_for_time)
        1    0.000    0.000    0.000    0.000 resample.py:1111(DatetimeIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 resample.py:1121(PeriodIndexResampler)
        1    0.000    0.000    0.000    0.000 resample.py:1227(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 resample.py:1237(TimedeltaIndexResampler)
       20    0.000    0.000    0.000    0.000 resample.py:125(obj)
        1    0.000    0.000    0.000    0.000 resample.py:1255(TimedeltaIndexResamplerGroupby)
        3    0.000    0.000    0.332    0.111 resample.py:1265(resample)
        3    0.000    0.000    0.000    0.000 resample.py:129(ax)
        1    0.000    0.000    0.000    0.000 resample.py:1291(TimeGrouper)
        3    0.000    0.000    0.001    0.000 resample.py:1314(__init__)
        3    0.000    0.000    0.000    0.000 resample.py:133(_typ)
        3    0.000    0.000    0.331    0.110 resample.py:1374(_get_resampler)
        3    0.000    0.000    0.024    0.008 resample.py:1415(_get_time_bins)
        3    0.000    0.000    0.002    0.001 resample.py:1471(_adjust_bin_edges)
        3    0.000    0.000    0.000    0.000 resample.py:153(_convert_obj)
        3    0.000    0.000    0.003    0.001 resample.py:1620(_get_timestamp_range_edges)
       20    0.000    0.000    0.024    0.001 resample.py:171(_set_binner)
        3    0.002    0.001    0.002    0.001 resample.py:1716(_adjust_dates_anchored)
